#,Asset Type,Product,ASSET TAG,Receiving date,Keyboard,SERIAL NUMBER,PO,MODEL,ERASED,CUSTOMER,CONDITION,DIAG,HARDWARE TYPE,CPU TYPE,CPU CORES,GPU CORES,MEMORY,HARDDRIVE,STATUS,CHARGER,INCLUDED,INVENTORY,country
,APPLE,MacBook Air 13  Apple,B2.279,28-Nov-24,EN,SC36RQFPH7G,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Pro 16-inch ,B2.288,17-Dec-24,EN,sj1wdwqy72l,,A3403,COMPLETED,Wise,NEW,ADP000,,,,,,,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Pro 16-inch ,B2.289,17-Dec-24,EN,sfy3c96tkvh,,A3403,COMPLETED,Wise,NEW,ADP000,,M2,,,,,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.266,28-Nov-24,EN,SGKN6K4RM96,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.267,28-Nov-24,EN,SGV6H2RHWF3,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.268,28-Nov-24,EN,ST4Y64MPCGG,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,SHIPPED,Singapore
,APPLE,MacBook Air 13  Apple,B3.269,28-Nov-24,EN,SH5XQ2QG234,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.270,28-Nov-24,EN,SGG6PM612FC,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.271,28-Nov-24,EN,SLTXG6J093D,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.272,28-Nov-24,EN,SMX2JCR6HQ9,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.273,28-Nov-24,EN,SH125T9GQP5,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,APPLE,MacBook Air 13  Apple,B3.274,28-Nov-24,EN,SKQF293H9MN,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,SHIPPED,Singapore
,APPLE,MacBook Air 13  Apple,B3.276,28-Nov-24,EN,SGPC6XL9J4J,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 16GB RAM 256GB SSD,M2,8,8,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.299,23-Dec-24,EN,SPF5DRV8P,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.300,23-Dec-24,EN,SPF5DRV7T,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.301,23-Dec-24,EN,SPF5DRV87,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.302,23-Dec-24,EN,SPF5DVBXR,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.303,23-Dec-24,EN,SPF5DRV6B,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.304,23-Dec-24,EN,SPF5DVBVT,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.305,23-Dec-24,EN,SPF5DRXEB,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.306,23-Dec-24,EN,SPF5DRV5Y,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.307,23-Dec-24,EN,SPF5DTPDN,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.309,23-Dec-24,EN,SPF5DVBXB,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.310,23-Dec-24,EN,SPF5DTPEW,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.311,23-Dec-24,EN,SPF5DRV6P,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.312,23-Dec-24,EN,SPF5DRXFF,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,SHIPPED,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.313,23-Dec-24,EN,SPF5DRXEQ,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
,PC,ThinkPad T14 14  Gen 5,B4.330,23-Dec-24,EN,SPF5DVBWY,,ThinkPad T14,COMPLETED,Wise,NEW,ADP000,ThinkPad T14 14  Gen 5 i5  -Core CPU  -Core GPU 16GB RAM 256GB SSD,i5, , ,16,256,,INCLUDED,,IN STOCK,Singapore
31,APPLE,MacBook Air 13  Apple,B5.31,25-Jul-24,EN,SL70G4066LF,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
35,APPLE,MacBook Air 13  Apple,B5.35,25-Jul-24,EN,SJXGJNPYFPK,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,IN STOCK,Singapore
36,APPLE,MacBook Air 13  Apple,B5.36,25-Jul-24,EN,SG7QQYLQXDP,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,IN STOCK,Singapore
,,,,,,,,,,,,,,,,,,,,,,,
